"Notes"	"Residence State"	"Residence State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"25-29 years"	"25-29"	60	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	107	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	159	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	213	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	313	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	447	Not Applicable	Not Applicable
	"Alabama"	"01"	"55-59 years"	"55-59"	686	Not Applicable	Not Applicable
	"Alabama"	"01"	"60-64 years "	"60-64"	880	Not Applicable	Not Applicable
	"Alabama"	"01"	"65-69 years"	"65-69"	971	Not Applicable	Not Applicable
	"Alabama"	"01"	"70-74 years"	"70-74"	985	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-79 years"	"75-79"	994	Not Applicable	Not Applicable
	"Alabama"	"01"	"80-84 years"	"80-84"	995	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	821	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	535	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	192	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	40	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-29 years"	"25-29"	16	Not Applicable	Not Applicable
	"Alaska"	"02"	"30-34 years"	"30-34"	14	Not Applicable	Not Applicable
	"Alaska"	"02"	"35-39 years"	"35-39"	22	Not Applicable	Not Applicable
	"Alaska"	"02"	"40-44 years"	"40-44"	26	Not Applicable	Not Applicable
	"Alaska"	"02"	"45-49 years"	"45-49"	32	Not Applicable	Not Applicable
	"Alaska"	"02"	"50-54 years"	"50-54"	53	Not Applicable	Not Applicable
	"Alaska"	"02"	"55-59 years"	"55-59"	68	Not Applicable	Not Applicable
	"Alaska"	"02"	"60-64 years "	"60-64"	79	Not Applicable	Not Applicable
	"Alaska"	"02"	"65-69 years"	"65-69"	94	Not Applicable	Not Applicable
	"Alaska"	"02"	"70-74 years"	"70-74"	109	Not Applicable	Not Applicable
	"Alaska"	"02"	"75-79 years"	"75-79"	80	Not Applicable	Not Applicable
	"Alaska"	"02"	"80-84 years"	"80-84"	78	Not Applicable	Not Applicable
	"Alaska"	"02"	"85-89 years"	"85-89"	75	Not Applicable	Not Applicable
	"Alaska"	"02"	"90-94 years"	"90-94"	43	Not Applicable	Not Applicable
	"Alaska"	"02"	"95-99 years"	"95-99"	14	Not Applicable	Not Applicable
	"Arizona"	"04"	"25-29 years"	"25-29"	89	Not Applicable	Not Applicable
	"Arizona"	"04"	"30-34 years"	"30-34"	185	Not Applicable	Not Applicable
	"Arizona"	"04"	"35-39 years"	"35-39"	196	Not Applicable	Not Applicable
	"Arizona"	"04"	"40-44 years"	"40-44"	196	Not Applicable	Not Applicable
	"Arizona"	"04"	"45-49 years"	"45-49"	279	Not Applicable	Not Applicable
	"Arizona"	"04"	"50-54 years"	"50-54"	487	Not Applicable	Not Applicable
	"Arizona"	"04"	"55-59 years"	"55-59"	690	Not Applicable	Not Applicable
	"Arizona"	"04"	"60-64 years "	"60-64"	813	Not Applicable	Not Applicable
	"Arizona"	"04"	"65-69 years"	"65-69"	946	Not Applicable	Not Applicable
	"Arizona"	"04"	"70-74 years"	"70-74"	1047	Not Applicable	Not Applicable
	"Arizona"	"04"	"75-79 years"	"75-79"	1151	Not Applicable	Not Applicable
	"Arizona"	"04"	"80-84 years"	"80-84"	1162	Not Applicable	Not Applicable
	"Arizona"	"04"	"85-89 years"	"85-89"	1009	Not Applicable	Not Applicable
	"Arizona"	"04"	"90-94 years"	"90-94"	654	Not Applicable	Not Applicable
	"Arizona"	"04"	"95-99 years"	"95-99"	281	Not Applicable	Not Applicable
	"Arizona"	"04"	"100+ years"	"100+"	42	Not Applicable	Not Applicable
	"Arkansas"	"05"	"25-29 years"	"25-29"	33	Not Applicable	Not Applicable
	"Arkansas"	"05"	"30-34 years"	"30-34"	60	Not Applicable	Not Applicable
	"Arkansas"	"05"	"35-39 years"	"35-39"	88	Not Applicable	Not Applicable
	"Arkansas"	"05"	"40-44 years"	"40-44"	111	Not Applicable	Not Applicable
	"Arkansas"	"05"	"45-49 years"	"45-49"	159	Not Applicable	Not Applicable
	"Arkansas"	"05"	"50-54 years"	"50-54"	236	Not Applicable	Not Applicable
	"Arkansas"	"05"	"55-59 years"	"55-59"	364	Not Applicable	Not Applicable
	"Arkansas"	"05"	"60-64 years "	"60-64"	448	Not Applicable	Not Applicable
	"Arkansas"	"05"	"65-69 years"	"65-69"	501	Not Applicable	Not Applicable
	"Arkansas"	"05"	"70-74 years"	"70-74"	556	Not Applicable	Not Applicable
	"Arkansas"	"05"	"75-79 years"	"75-79"	610	Not Applicable	Not Applicable
	"Arkansas"	"05"	"80-84 years"	"80-84"	642	Not Applicable	Not Applicable
	"Arkansas"	"05"	"85-89 years"	"85-89"	466	Not Applicable	Not Applicable
	"Arkansas"	"05"	"90-94 years"	"90-94"	314	Not Applicable	Not Applicable
	"Arkansas"	"05"	"95-99 years"	"95-99"	141	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100+"	30	Not Applicable	Not Applicable
	"California"	"06"	"25-29 years"	"25-29"	364	Not Applicable	Not Applicable
	"California"	"06"	"30-34 years"	"30-34"	570	Not Applicable	Not Applicable
	"California"	"06"	"35-39 years"	"35-39"	734	Not Applicable	Not Applicable
	"California"	"06"	"40-44 years"	"40-44"	863	Not Applicable	Not Applicable
	"California"	"06"	"45-49 years"	"45-49"	1258	Not Applicable	Not Applicable
	"California"	"06"	"50-54 years"	"50-54"	1899	Not Applicable	Not Applicable
	"California"	"06"	"55-59 years"	"55-59"	2987	Not Applicable	Not Applicable
	"California"	"06"	"60-64 years "	"60-64"	3431	Not Applicable	Not Applicable
	"California"	"06"	"65-69 years"	"65-69"	3784	Not Applicable	Not Applicable
	"California"	"06"	"70-74 years"	"70-74"	4091	Not Applicable	Not Applicable
	"California"	"06"	"75-79 years"	"75-79"	4236	Not Applicable	Not Applicable
	"California"	"06"	"80-84 years"	"80-84"	4571	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	4551	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	3407	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	1480	Not Applicable	Not Applicable
	"California"	"06"	"100+ years"	"100+"	315	Not Applicable	Not Applicable
	"Colorado"	"08"	"25-29 years"	"25-29"	58	Not Applicable	Not Applicable
	"Colorado"	"08"	"30-34 years"	"30-34"	116	Not Applicable	Not Applicable
	"Colorado"	"08"	"35-39 years"	"35-39"	145	Not Applicable	Not Applicable
	"Colorado"	"08"	"40-44 years"	"40-44"	164	Not Applicable	Not Applicable
	"Colorado"	"08"	"45-49 years"	"45-49"	252	Not Applicable	Not Applicable
	"Colorado"	"08"	"50-54 years"	"50-54"	369	Not Applicable	Not Applicable
	"Colorado"	"08"	"55-59 years"	"55-59"	527	Not Applicable	Not Applicable
	"Colorado"	"08"	"60-64 years "	"60-64"	661	Not Applicable	Not Applicable
	"Colorado"	"08"	"65-69 years"	"65-69"	647	Not Applicable	Not Applicable
	"Colorado"	"08"	"70-74 years"	"70-74"	751	Not Applicable	Not Applicable
	"Colorado"	"08"	"75-79 years"	"75-79"	762	Not Applicable	Not Applicable
	"Colorado"	"08"	"80-84 years"	"80-84"	806	Not Applicable	Not Applicable
	"Colorado"	"08"	"85-89 years"	"85-89"	723	Not Applicable	Not Applicable
	"Colorado"	"08"	"90-94 years"	"90-94"	576	Not Applicable	Not Applicable
	"Colorado"	"08"	"95-99 years"	"95-99"	245	Not Applicable	Not Applicable
	"Colorado"	"08"	"100+ years"	"100+"	39	Not Applicable	Not Applicable
	"Connecticut"	"09"	"25-29 years"	"25-29"	26	Not Applicable	Not Applicable
	"Connecticut"	"09"	"30-34 years"	"30-34"	54	Not Applicable	Not Applicable
	"Connecticut"	"09"	"35-39 years"	"35-39"	51	Not Applicable	Not Applicable
	"Connecticut"	"09"	"40-44 years"	"40-44"	73	Not Applicable	Not Applicable
	"Connecticut"	"09"	"45-49 years"	"45-49"	117	Not Applicable	Not Applicable
	"Connecticut"	"09"	"50-54 years"	"50-54"	210	Not Applicable	Not Applicable
	"Connecticut"	"09"	"55-59 years"	"55-59"	319	Not Applicable	Not Applicable
	"Connecticut"	"09"	"60-64 years "	"60-64"	415	Not Applicable	Not Applicable
	"Connecticut"	"09"	"65-69 years"	"65-69"	458	Not Applicable	Not Applicable
	"Connecticut"	"09"	"70-74 years"	"70-74"	554	Not Applicable	Not Applicable
	"Connecticut"	"09"	"75-79 years"	"75-79"	584	Not Applicable	Not Applicable
	"Connecticut"	"09"	"80-84 years"	"80-84"	654	Not Applicable	Not Applicable
	"Connecticut"	"09"	"85-89 years"	"85-89"	736	Not Applicable	Not Applicable
	"Connecticut"	"09"	"90-94 years"	"90-94"	658	Not Applicable	Not Applicable
	"Connecticut"	"09"	"95-99 years"	"95-99"	311	Not Applicable	Not Applicable
	"Connecticut"	"09"	"100+ years"	"100+"	64	Not Applicable	Not Applicable
	"Delaware"	"10"	"25-29 years"	"25-29"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"30-34 years"	"30-34"	16	Not Applicable	Not Applicable
	"Delaware"	"10"	"35-39 years"	"35-39"	22	Not Applicable	Not Applicable
	"Delaware"	"10"	"40-44 years"	"40-44"	21	Not Applicable	Not Applicable
	"Delaware"	"10"	"45-49 years"	"45-49"	38	Not Applicable	Not Applicable
	"Delaware"	"10"	"50-54 years"	"50-54"	67	Not Applicable	Not Applicable
	"Delaware"	"10"	"55-59 years"	"55-59"	107	Not Applicable	Not Applicable
	"Delaware"	"10"	"60-64 years "	"60-64"	133	Not Applicable	Not Applicable
	"Delaware"	"10"	"65-69 years"	"65-69"	156	Not Applicable	Not Applicable
	"Delaware"	"10"	"70-74 years"	"70-74"	156	Not Applicable	Not Applicable
	"Delaware"	"10"	"75-79 years"	"75-79"	183	Not Applicable	Not Applicable
	"Delaware"	"10"	"80-84 years"	"80-84"	183	Not Applicable	Not Applicable
	"Delaware"	"10"	"85-89 years"	"85-89"	180	Not Applicable	Not Applicable
	"Delaware"	"10"	"90-94 years"	"90-94"	125	Not Applicable	Not Applicable
	"Delaware"	"10"	"95-99 years"	"95-99"	66	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"30-34 years"	"30-34"	14	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"35-39 years"	"35-39"	19	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"40-44 years"	"40-44"	16	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"45-49 years"	"45-49"	29	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"50-54 years"	"50-54"	48	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"55-59 years"	"55-59"	68	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"60-64 years "	"60-64"	90	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"65-69 years"	"65-69"	89	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"70-74 years"	"70-74"	81	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"75-79 years"	"75-79"	73	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"80-84 years"	"80-84"	86	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"85-89 years"	"85-89"	69	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"90-94 years"	"90-94"	58	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"95-99 years"	"95-99"	27	Not Applicable	Not Applicable
	"Florida"	"12"	"25-29 years"	"25-29"	210	Not Applicable	Not Applicable
	"Florida"	"12"	"30-34 years"	"30-34"	334	Not Applicable	Not Applicable
	"Florida"	"12"	"35-39 years"	"35-39"	474	Not Applicable	Not Applicable
	"Florida"	"12"	"40-44 years"	"40-44"	590	Not Applicable	Not Applicable
	"Florida"	"12"	"45-49 years"	"45-49"	878	Not Applicable	Not Applicable
	"Florida"	"12"	"50-54 years"	"50-54"	1370	Not Applicable	Not Applicable
	"Florida"	"12"	"55-59 years"	"55-59"	2174	Not Applicable	Not Applicable
	"Florida"	"12"	"60-64 years "	"60-64"	2802	Not Applicable	Not Applicable
	"Florida"	"12"	"65-69 years"	"65-69"	2918	Not Applicable	Not Applicable
	"Florida"	"12"	"70-74 years"	"70-74"	3384	Not Applicable	Not Applicable
	"Florida"	"12"	"75-79 years"	"75-79"	3799	Not Applicable	Not Applicable
	"Florida"	"12"	"80-84 years"	"80-84"	3937	Not Applicable	Not Applicable
	"Florida"	"12"	"85-89 years"	"85-89"	3534	Not Applicable	Not Applicable
	"Florida"	"12"	"90-94 years"	"90-94"	2634	Not Applicable	Not Applicable
	"Florida"	"12"	"95-99 years"	"95-99"	982	Not Applicable	Not Applicable
	"Florida"	"12"	"100+ years"	"100+"	189	Not Applicable	Not Applicable
	"Georgia"	"13"	"25-29 years"	"25-29"	123	Not Applicable	Not Applicable
	"Georgia"	"13"	"30-34 years"	"30-34"	217	Not Applicable	Not Applicable
	"Georgia"	"13"	"35-39 years"	"35-39"	262	Not Applicable	Not Applicable
	"Georgia"	"13"	"40-44 years"	"40-44"	344	Not Applicable	Not Applicable
	"Georgia"	"13"	"45-49 years"	"45-49"	561	Not Applicable	Not Applicable
	"Georgia"	"13"	"50-54 years"	"50-54"	705	Not Applicable	Not Applicable
	"Georgia"	"13"	"55-59 years"	"55-59"	1145	Not Applicable	Not Applicable
	"Georgia"	"13"	"60-64 years "	"60-64"	1506	Not Applicable	Not Applicable
	"Georgia"	"13"	"65-69 years"	"65-69"	1558	Not Applicable	Not Applicable
	"Georgia"	"13"	"70-74 years"	"70-74"	1781	Not Applicable	Not Applicable
	"Georgia"	"13"	"75-79 years"	"75-79"	1760	Not Applicable	Not Applicable
