"Notes"	"Residence State"	"Residence State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"25-29 years"	"25-29"	54	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	105	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	202	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	310	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	466	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	763	Not Applicable	Not Applicable
	"Alabama"	"01"	"55-59 years"	"55-59"	1199	Not Applicable	Not Applicable
	"Alabama"	"01"	"60-64 years "	"60-64"	1662	Not Applicable	Not Applicable
	"Alabama"	"01"	"65-69 years"	"65-69"	1881	Not Applicable	Not Applicable
	"Alabama"	"01"	"70-74 years"	"70-74"	2352	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-79 years"	"75-79"	2506	Not Applicable	Not Applicable
	"Alabama"	"01"	"80-84 years"	"80-84"	2613	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	2623	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	1994	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	811	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	192	Not Applicable	Not Applicable
	"Alaska"	"02"	"30-34 years"	"30-34"	12	Not Applicable	Not Applicable
	"Alaska"	"02"	"35-39 years"	"35-39"	23	Not Applicable	Not Applicable
	"Alaska"	"02"	"40-44 years"	"40-44"	23	Not Applicable	Not Applicable
	"Alaska"	"02"	"45-49 years"	"45-49"	35	Not Applicable	Not Applicable
	"Alaska"	"02"	"50-54 years"	"50-54"	50	Not Applicable	Not Applicable
	"Alaska"	"02"	"55-59 years"	"55-59"	96	Not Applicable	Not Applicable
	"Alaska"	"02"	"60-64 years "	"60-64"	125	Not Applicable	Not Applicable
	"Alaska"	"02"	"65-69 years"	"65-69"	125	Not Applicable	Not Applicable
	"Alaska"	"02"	"70-74 years"	"70-74"	137	Not Applicable	Not Applicable
	"Alaska"	"02"	"75-79 years"	"75-79"	154	Not Applicable	Not Applicable
	"Alaska"	"02"	"80-84 years"	"80-84"	135	Not Applicable	Not Applicable
	"Alaska"	"02"	"85-89 years"	"85-89"	141	Not Applicable	Not Applicable
	"Alaska"	"02"	"90-94 years"	"90-94"	105	Not Applicable	Not Applicable
	"Alaska"	"02"	"95-99 years"	"95-99"	49	Not Applicable	Not Applicable
	"Alaska"	"02"	"100+ years"	"100+"	10	Not Applicable	Not Applicable
	"Arizona"	"04"	"25-29 years"	"25-29"	31	Not Applicable	Not Applicable
	"Arizona"	"04"	"30-34 years"	"30-34"	78	Not Applicable	Not Applicable
	"Arizona"	"04"	"35-39 years"	"35-39"	113	Not Applicable	Not Applicable
	"Arizona"	"04"	"40-44 years"	"40-44"	190	Not Applicable	Not Applicable
	"Arizona"	"04"	"45-49 years"	"45-49"	295	Not Applicable	Not Applicable
	"Arizona"	"04"	"50-54 years"	"50-54"	511	Not Applicable	Not Applicable
	"Arizona"	"04"	"55-59 years"	"55-59"	820	Not Applicable	Not Applicable
	"Arizona"	"04"	"60-64 years "	"60-64"	1272	Not Applicable	Not Applicable
	"Arizona"	"04"	"65-69 years"	"65-69"	1621	Not Applicable	Not Applicable
	"Arizona"	"04"	"70-74 years"	"70-74"	2200	Not Applicable	Not Applicable
	"Arizona"	"04"	"75-79 years"	"75-79"	2397	Not Applicable	Not Applicable
	"Arizona"	"04"	"80-84 years"	"80-84"	2743	Not Applicable	Not Applicable
	"Arizona"	"04"	"85-89 years"	"85-89"	3050	Not Applicable	Not Applicable
	"Arizona"	"04"	"90-94 years"	"90-94"	2509	Not Applicable	Not Applicable
	"Arizona"	"04"	"95-99 years"	"95-99"	1245	Not Applicable	Not Applicable
	"Arizona"	"04"	"100+ years"	"100+"	262	Not Applicable	Not Applicable
	"Arkansas"	"05"	"25-29 years"	"25-29"	19	Not Applicable	Not Applicable
	"Arkansas"	"05"	"30-34 years"	"30-34"	44	Not Applicable	Not Applicable
	"Arkansas"	"05"	"35-39 years"	"35-39"	94	Not Applicable	Not Applicable
	"Arkansas"	"05"	"40-44 years"	"40-44"	180	Not Applicable	Not Applicable
	"Arkansas"	"05"	"45-49 years"	"45-49"	270	Not Applicable	Not Applicable
	"Arkansas"	"05"	"50-54 years"	"50-54"	381	Not Applicable	Not Applicable
	"Arkansas"	"05"	"55-59 years"	"55-59"	696	Not Applicable	Not Applicable
	"Arkansas"	"05"	"60-64 years "	"60-64"	990	Not Applicable	Not Applicable
	"Arkansas"	"05"	"65-69 years"	"65-69"	1037	Not Applicable	Not Applicable
	"Arkansas"	"05"	"70-74 years"	"70-74"	1237	Not Applicable	Not Applicable
	"Arkansas"	"05"	"75-79 years"	"75-79"	1372	Not Applicable	Not Applicable
	"Arkansas"	"05"	"80-84 years"	"80-84"	1438	Not Applicable	Not Applicable
	"Arkansas"	"05"	"85-89 years"	"85-89"	1482	Not Applicable	Not Applicable
	"Arkansas"	"05"	"90-94 years"	"90-94"	1196	Not Applicable	Not Applicable
	"Arkansas"	"05"	"95-99 years"	"95-99"	516	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100+"	134	Not Applicable	Not Applicable
