"Notes"	"Residence State"	"Residence State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"25-29 years"	"25-29"	70	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	115	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	99	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	95	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	83	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	82	Not Applicable	Not Applicable
	"Alabama"	"01"	"55-59 years"	"55-59"	56	Not Applicable	Not Applicable
	"Alabama"	"01"	"60-64 years "	"60-64"	54	Not Applicable	Not Applicable
	"Alabama"	"01"	"65-69 years"	"65-69"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"70-74 years"	"70-74"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"			696	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-29 years"	"25-29"	16	Not Applicable	Not Applicable
	"Alaska"	"02"	"30-34 years"	"30-34"	26	Not Applicable	Not Applicable
	"Alaska"	"02"	"35-39 years"	"35-39"	14	Not Applicable	Not Applicable
	"Alaska"	"02"	"40-44 years"	"40-44"	14	Not Applicable	Not Applicable
	"Alaska"	"02"	"45-49 years"	"45-49"	10	Not Applicable	Not Applicable
	"Alaska"	"02"	"50-54 years"	"50-54"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"55-59 years"	"55-59"	10	Not Applicable	Not Applicable
	"Alaska"	"02"	"60-64 years "	"60-64"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"65-69 years"	"65-69"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"70-74 years"	"70-74"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Alaska"	"02"			106	Not Applicable	Not Applicable
	"Arizona"	"04"	"25-29 years"	"25-29"	212	Not Applicable	Not Applicable
	"Arizona"	"04"	"30-34 years"	"30-34"	210	Not Applicable	Not Applicable
	"Arizona"	"04"	"35-39 years"	"35-39"	233	Not Applicable	Not Applicable
	"Arizona"	"04"	"40-44 years"	"40-44"	169	Not Applicable	Not Applicable
	"Arizona"	"04"	"45-49 years"	"45-49"	179	Not Applicable	Not Applicable
	"Arizona"	"04"	"50-54 years"	"50-54"	171	Not Applicable	Not Applicable
	"Arizona"	"04"	"55-59 years"	"55-59"	171	Not Applicable	Not Applicable
	"Arizona"	"04"	"60-64 years "	"60-64"	121	Not Applicable	Not Applicable
	"Arizona"	"04"	"65-69 years"	"65-69"	72	Not Applicable	Not Applicable
	"Arizona"	"04"	"70-74 years"	"70-74"	11	Not Applicable	Not Applicable
	"Arizona"	"04"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
