"Notes"	"Residence State"	"Residence State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"25-29 years"	"25-29"	427	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	434	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	432	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	430	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	333	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	309	Not Applicable	Not Applicable
	"Alabama"	"01"	"55-59 years"	"55-59"	333	Not Applicable	Not Applicable
	"Alabama"	"01"	"60-64 years "	"60-64"	312	Not Applicable	Not Applicable
	"Alabama"	"01"	"65-69 years"	"65-69"	223	Not Applicable	Not Applicable
	"Alabama"	"01"	"70-74 years"	"70-74"	203	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-79 years"	"75-79"	188	Not Applicable	Not Applicable
	"Alabama"	"01"	"80-84 years"	"80-84"	179	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	128	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	100	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-29 years"	"25-29"	69	Not Applicable	Not Applicable
	"Alaska"	"02"	"30-34 years"	"30-34"	85	Not Applicable	Not Applicable
	"Alaska"	"02"	"35-39 years"	"35-39"	87	Not Applicable	Not Applicable
	"Alaska"	"02"	"40-44 years"	"40-44"	46	Not Applicable	Not Applicable
	"Alaska"	"02"	"45-49 years"	"45-49"	52	Not Applicable	Not Applicable
	"Alaska"	"02"	"50-54 years"	"50-54"	46	Not Applicable	Not Applicable
	"Alaska"	"02"	"55-59 years"	"55-59"	53	Not Applicable	Not Applicable
	"Alaska"	"02"	"60-64 years "	"60-64"	46	Not Applicable	Not Applicable
	"Alaska"	"02"	"65-69 years"	"65-69"	48	Not Applicable	Not Applicable
	"Alaska"	"02"	"70-74 years"	"70-74"	33	Not Applicable	Not Applicable
	"Alaska"	"02"	"75-79 years"	"75-79"	18	Not Applicable	Not Applicable
	"Alaska"	"02"	"80-84 years"	"80-84"	18	Not Applicable	Not Applicable
	"Alaska"	"02"	"85-89 years"	"85-89"	16	Not Applicable	Not Applicable
	"Alaska"	"02"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"25-29 years"	"25-29"	684	Not Applicable	Not Applicable
	"Arizona"	"04"	"30-34 years"	"30-34"	714	Not Applicable	Not Applicable
	"Arizona"	"04"	"35-39 years"	"35-39"	650	Not Applicable	Not Applicable
	"Arizona"	"04"	"40-44 years"	"40-44"	506	Not Applicable	Not Applicable
	"Arizona"	"04"	"45-49 years"	"45-49"	490	Not Applicable	Not Applicable
	"Arizona"	"04"	"50-54 years"	"50-54"	555	Not Applicable	Not Applicable
	"Arizona"	"04"	"55-59 years"	"55-59"	591	Not Applicable	Not Applicable
	"Arizona"	"04"	"60-64 years "	"60-64"	512	Not Applicable	Not Applicable
	"Arizona"	"04"	"65-69 years"	"65-69"	382	Not Applicable	Not Applicable
	"Arizona"	"04"	"70-74 years"	"70-74"	311	Not Applicable	Not Applicable
	"Arizona"	"04"	"75-79 years"	"75-79"	347	Not Applicable	Not Applicable
	"Arizona"	"04"	"80-84 years"	"80-84"	327	Not Applicable	Not Applicable
	"Arizona"	"04"	"85-89 years"	"85-89"	314	Not Applicable	Not Applicable
	"Arizona"	"04"	"90-94 years"	"90-94"	220	Not Applicable	Not Applicable
	"Arizona"	"04"	"95-99 years"	"95-99"	86	Not Applicable	Not Applicable
	"Arizona"	"04"	"100+ years"	"100+"	20	Not Applicable	Not Applicable
	"Arkansas"	"05"	"25-29 years"	"25-29"	234	Not Applicable	Not Applicable
	"Arkansas"	"05"	"30-34 years"	"30-34"	264	Not Applicable	Not Applicable
	"Arkansas"	"05"	"35-39 years"	"35-39"	289	Not Applicable	Not Applicable
	"Arkansas"	"05"	"40-44 years"	"40-44"	238	Not Applicable	Not Applicable
	"Arkansas"	"05"	"45-49 years"	"45-49"	204	Not Applicable	Not Applicable
	"Arkansas"	"05"	"50-54 years"	"50-54"	183	Not Applicable	Not Applicable
	"Arkansas"	"05"	"55-59 years"	"55-59"	246	Not Applicable	Not Applicable
	"Arkansas"	"05"	"60-64 years "	"60-64"	194	Not Applicable	Not Applicable
	"Arkansas"	"05"	"65-69 years"	"65-69"	142	Not Applicable	Not Applicable
	"Arkansas"	"05"	"70-74 years"	"70-74"	143	Not Applicable	Not Applicable
	"Arkansas"	"05"	"75-79 years"	"75-79"	142	Not Applicable	Not Applicable
	"Arkansas"	"05"	"80-84 years"	"80-84"	122	Not Applicable	Not Applicable
	"Arkansas"	"05"	"85-89 years"	"85-89"	101	Not Applicable	Not Applicable
	"Arkansas"	"05"	"90-94 years"	"90-94"	60	Not Applicable	Not Applicable
	"Arkansas"	"05"	"95-99 years"	"95-99"	21	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"California"	"06"	"25-29 years"	"25-29"	2404	Not Applicable	Not Applicable
	"California"	"06"	"30-34 years"	"30-34"	2429	Not Applicable	Not Applicable
	"California"	"06"	"35-39 years"	"35-39"	2211	Not Applicable	Not Applicable
	"California"	"06"	"40-44 years"	"40-44"	1883	Not Applicable	Not Applicable
	"California"	"06"	"45-49 years"	"45-49"	1754	Not Applicable	Not Applicable
	"California"	"06"	"50-54 years"	"50-54"	1924	Not Applicable	Not Applicable
	"California"	"06"	"55-59 years"	"55-59"	2241	Not Applicable	Not Applicable
	"California"	"06"	"60-64 years "	"60-64"	1943	Not Applicable	Not Applicable
	"California"	"06"	"65-69 years"	"65-69"	1456	Not Applicable	Not Applicable
	"California"	"06"	"70-74 years"	"70-74"	990	Not Applicable	Not Applicable
	"California"	"06"	"75-79 years"	"75-79"	812	Not Applicable	Not Applicable
	"California"	"06"	"80-84 years"	"80-84"	872	Not Applicable	Not Applicable
