"Notes"	"Residence State"	"Residence State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"25-29 years"	"25-29"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	46	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	119	Not Applicable	Not Applicable
	"Alabama"	"01"	"55-59 years"	"55-59"	253	Not Applicable	Not Applicable
	"Alabama"	"01"	"60-64 years "	"60-64"	413	Not Applicable	Not Applicable
	"Alabama"	"01"	"65-69 years"	"65-69"	537	Not Applicable	Not Applicable
	"Alabama"	"01"	"70-74 years"	"70-74"	728	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-79 years"	"75-79"	777	Not Applicable	Not Applicable
	"Alabama"	"01"	"80-84 years"	"80-84"	764	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	547	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	326	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	115	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	18	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-29 years"	"25-29"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"30-34 years"	"30-34"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"35-39 years"	"35-39"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"40-44 years"	"40-44"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"45-49 years"	"45-49"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"50-54 years"	"50-54"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"55-59 years"	"55-59"	14	Not Applicable	Not Applicable
	"Alaska"	"02"	"60-64 years "	"60-64"	30	Not Applicable	Not Applicable
	"Alaska"	"02"	"65-69 years"	"65-69"	34	Not Applicable	Not Applicable
	"Alaska"	"02"	"70-74 years"	"70-74"	46	Not Applicable	Not Applicable
	"Alaska"	"02"	"75-79 years"	"75-79"	56	Not Applicable	Not Applicable
	"Alaska"	"02"	"80-84 years"	"80-84"	37	Not Applicable	Not Applicable
	"Alaska"	"02"	"85-89 years"	"85-89"	33	Not Applicable	Not Applicable
	"Alaska"	"02"	"90-94 years"	"90-94"	24	Not Applicable	Not Applicable
	"Alaska"	"02"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"25-29 years"	"25-29"	11	Not Applicable	Not Applicable
	"Arizona"	"04"	"30-34 years"	"30-34"	16	Not Applicable	Not Applicable
	"Arizona"	"04"	"35-39 years"	"35-39"	10	Not Applicable	Not Applicable
	"Arizona"	"04"	"40-44 years"	"40-44"	19	Not Applicable	Not Applicable
	"Arizona"	"04"	"45-49 years"	"45-49"	30	Not Applicable	Not Applicable
	"Arizona"	"04"	"50-54 years"	"50-54"	48	Not Applicable	Not Applicable
	"Arizona"	"04"	"55-59 years"	"55-59"	157	Not Applicable	Not Applicable
	"Arizona"	"04"	"60-64 years "	"60-64"	313	Not Applicable	Not Applicable
	"Arizona"	"04"	"65-69 years"	"65-69"	426	Not Applicable	Not Applicable
	"Arizona"	"04"	"70-74 years"	"70-74"	655	Not Applicable	Not Applicable
	"Arizona"	"04"	"75-79 years"	"75-79"	865	Not Applicable	Not Applicable
	"Arizona"	"04"	"80-84 years"	"80-84"	804	Not Applicable	Not Applicable
	"Arizona"	"04"	"85-89 years"	"85-89"	745	Not Applicable	Not Applicable
	"Arizona"	"04"	"90-94 years"	"90-94"	459	Not Applicable	Not Applicable
	"Arizona"	"04"	"95-99 years"	"95-99"	166	Not Applicable	Not Applicable
	"Arizona"	"04"	"100+ years"	"100+"	28	Not Applicable	Not Applicable
	"Arkansas"	"05"	"25-29 years"	"25-29"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"30-34 years"	"30-34"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"35-39 years"	"35-39"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"40-44 years"	"40-44"	21	Not Applicable	Not Applicable
	"Arkansas"	"05"	"45-49 years"	"45-49"	26	Not Applicable	Not Applicable
	"Arkansas"	"05"	"50-54 years"	"50-54"	75	Not Applicable	Not Applicable
	"Arkansas"	"05"	"55-59 years"	"55-59"	148	Not Applicable	Not Applicable
	"Arkansas"	"05"	"60-64 years "	"60-64"	268	Not Applicable	Not Applicable
	"Arkansas"	"05"	"65-69 years"	"65-69"	299	Not Applicable	Not Applicable
	"Arkansas"	"05"	"70-74 years"	"70-74"	472	Not Applicable	Not Applicable
	"Arkansas"	"05"	"75-79 years"	"75-79"	510	Not Applicable	Not Applicable
	"Arkansas"	"05"	"80-84 years"	"80-84"	480	Not Applicable	Not Applicable
	"Arkansas"	"05"	"85-89 years"	"85-89"	335	Not Applicable	Not Applicable
	"Arkansas"	"05"	"90-94 years"	"90-94"	219	Not Applicable	Not Applicable
	"Arkansas"	"05"	"95-99 years"	"95-99"	70	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100+"	15	Not Applicable	Not Applicable
	"California"	"06"	"25-29 years"	"25-29"	27	Not Applicable	Not Applicable
	"California"	"06"	"30-34 years"	"30-34"	37	Not Applicable	Not Applicable
	"California"	"06"	"35-39 years"	"35-39"	39	Not Applicable	Not Applicable
	"California"	"06"	"40-44 years"	"40-44"	56	Not Applicable	Not Applicable
	"California"	"06"	"45-49 years"	"45-49"	118	Not Applicable	Not Applicable
	"California"	"06"	"50-54 years"	"50-54"	240	Not Applicable	Not Applicable
