"Notes"	"Residence State"	"Residence State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"25-29 years"	"25-29"	61	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	76	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	85	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	64	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	65	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	67	Not Applicable	Not Applicable
	"Alabama"	"01"	"55-59 years"	"55-59"	53	Not Applicable	Not Applicable
	"Alabama"	"01"	"60-64 years "	"60-64"	60	Not Applicable	Not Applicable
	"Alabama"	"01"	"65-69 years"	"65-69"	41	Not Applicable	Not Applicable
	"Alabama"	"01"	"70-74 years"	"70-74"	48	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-79 years"	"75-79"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"80-84 years"	"80-84"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"			689	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-29 years"	"25-29"	26	Not Applicable	Not Applicable
	"Alaska"	"02"	"30-34 years"	"30-34"	25	Not Applicable	Not Applicable
	"Alaska"	"02"	"35-39 years"	"35-39"	16	Not Applicable	Not Applicable
	"Alaska"	"02"	"40-44 years"	"40-44"	12	Not Applicable	Not Applicable
	"Alaska"	"02"	"45-49 years"	"45-49"	11	Not Applicable	Not Applicable
	"Alaska"	"02"	"50-54 years"	"50-54"	10	Not Applicable	Not Applicable
	"Alaska"	"02"	"55-59 years"	"55-59"	14	Not Applicable	Not Applicable
	"Alaska"	"02"	"60-64 years "	"60-64"	12	Not Applicable	Not Applicable
	"Alaska"	"02"	"65-69 years"	"65-69"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"70-74 years"	"70-74"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Alaska"	"02"			148	Not Applicable	Not Applicable
	"Arizona"	"04"	"25-29 years"	"25-29"	147	Not Applicable	Not Applicable
	"Arizona"	"04"	"30-34 years"	"30-34"	115	Not Applicable	Not Applicable
	"Arizona"	"04"	"35-39 years"	"35-39"	102	Not Applicable	Not Applicable
	"Arizona"	"04"	"40-44 years"	"40-44"	87	Not Applicable	Not Applicable
	"Arizona"	"04"	"45-49 years"	"45-49"	122	Not Applicable	Not Applicable
	"Arizona"	"04"	"50-54 years"	"50-54"	119	Not Applicable	Not Applicable
	"Arizona"	"04"	"55-59 years"	"55-59"	119	Not Applicable	Not Applicable
	"Arizona"	"04"	"60-64 years "	"60-64"	104	Not Applicable	Not Applicable
	"Arizona"	"04"	"65-69 years"	"65-69"	80	Not Applicable	Not Applicable
	"Arizona"	"04"	"70-74 years"	"70-74"	67	Not Applicable	Not Applicable
	"Arizona"	"04"	"75-79 years"	"75-79"	77	Not Applicable	Not Applicable
	"Arizona"	"04"	"80-84 years"	"80-84"	50	Not Applicable	Not Applicable
	"Arizona"	"04"	"85-89 years"	"85-89"	36	Not Applicable	Not Applicable
	"Arizona"	"04"	"90-94 years"	"90-94"	21	Not Applicable	Not Applicable
	"Arizona"	"04"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Arizona"	"04"			1249	Not Applicable	Not Applicable
	"Arkansas"	"05"	"25-29 years"	"25-29"	41	Not Applicable	Not Applicable
	"Arkansas"	"05"	"30-34 years"	"30-34"	65	Not Applicable	Not Applicable
	"Arkansas"	"05"	"35-39 years"	"35-39"	48	Not Applicable	Not Applicable
	"Arkansas"	"05"	"40-44 years"	"40-44"	35	Not Applicable	Not Applicable
	"Arkansas"	"05"	"45-49 years"	"45-49"	49	Not Applicable	Not Applicable
	"Arkansas"	"05"	"50-54 years"	"50-54"	43	Not Applicable	Not Applicable
	"Arkansas"	"05"	"55-59 years"	"55-59"	51	Not Applicable	Not Applicable
	"Arkansas"	"05"	"60-64 years "	"60-64"	44	Not Applicable	Not Applicable
	"Arkansas"	"05"	"65-69 years"	"65-69"	24	Not Applicable	Not Applicable
	"Arkansas"	"05"	"70-74 years"	"70-74"	25	Not Applicable	Not Applicable
	"Arkansas"	"05"	"75-79 years"	"75-79"	20	Not Applicable	Not Applicable
	"Arkansas"	"05"	"80-84 years"	"80-84"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Arkansas"	"05"			475	Not Applicable	Not Applicable
	"California"	"06"	"25-29 years"	"25-29"	395	Not Applicable	Not Applicable
	"California"	"06"	"30-34 years"	"30-34"	407	Not Applicable	Not Applicable
	"California"	"06"	"35-39 years"	"35-39"	374	Not Applicable	Not Applicable
	"California"	"06"	"40-44 years"	"40-44"	295	Not Applicable	Not Applicable
	"California"	"06"	"45-49 years"	"45-49"	310	Not Applicable	Not Applicable
	"California"	"06"	"50-54 years"	"50-54"	408	Not Applicable	Not Applicable
	"California"	"06"	"55-59 years"	"55-59"	431	Not Applicable	Not Applicable
	"California"	"06"	"60-64 years "	"60-64"	387	Not Applicable	Not Applicable
	"California"	"06"	"65-69 years"	"65-69"	252	Not Applicable	Not Applicable
	"California"	"06"	"70-74 years"	"70-74"	221	Not Applicable	Not Applicable
	"California"	"06"	"75-79 years"	"75-79"	167	Not Applicable	Not Applicable
	"California"	"06"	"80-84 years"	"80-84"	140	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	81	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	57	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"California"	"06"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"California"	"06"			3935	Not Applicable	Not Applicable
	"Colorado"	"08"	"25-29 years"	"25-29"	130	Not Applicable	Not Applicable
	"Colorado"	"08"	"30-34 years"	"30-34"	128	Not Applicable	Not Applicable
	"Colorado"	"08"	"35-39 years"	"35-39"	117	Not Applicable	Not Applicable
	"Colorado"	"08"	"40-44 years"	"40-44"	110	Not Applicable	Not Applicable
	"Colorado"	"08"	"45-49 years"	"45-49"	116	Not Applicable	Not Applicable
	"Colorado"	"08"	"50-54 years"	"50-54"	82	Not Applicable	Not Applicable
	"Colorado"	"08"	"55-59 years"	"55-59"	129	Not Applicable	Not Applicable
	"Colorado"	"08"	"60-64 years "	"60-64"	83	Not Applicable	Not Applicable
	"Colorado"	"08"	"65-69 years"	"65-69"	59	Not Applicable	Not Applicable
	"Colorado"	"08"	"70-74 years"	"70-74"	44	Not Applicable	Not Applicable
	"Colorado"	"08"	"75-79 years"	"75-79"	44	Not Applicable	Not Applicable
	"Colorado"	"08"	"80-84 years"	"80-84"	35	Not Applicable	Not Applicable
	"Colorado"	"08"	"85-89 years"	"85-89"	20	Not Applicable	Not Applicable
	"Colorado"	"08"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Colorado"	"08"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Colorado"	"08"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Colorado"	"08"			1104	Not Applicable	Not Applicable
	"Connecticut"	"09"	"25-29 years"	"25-29"	31	Not Applicable	Not Applicable
	"Connecticut"	"09"	"30-34 years"	"30-34"	35	Not Applicable	Not Applicable
	"Connecticut"	"09"	"35-39 years"	"35-39"	25	Not Applicable	Not Applicable
	"Connecticut"	"09"	"40-44 years"	"40-44"	19	Not Applicable	Not Applicable
	"Connecticut"	"09"	"45-49 years"	"45-49"	45	Not Applicable	Not Applicable
	"Connecticut"	"09"	"50-54 years"	"50-54"	50	Not Applicable	Not Applicable
	"Connecticut"	"09"	"55-59 years"	"55-59"	46	Not Applicable	Not Applicable
	"Connecticut"	"09"	"60-64 years "	"60-64"	43	Not Applicable	Not Applicable
	"Connecticut"	"09"	"65-69 years"	"65-69"	24	Not Applicable	Not Applicable
	"Connecticut"	"09"	"70-74 years"	"70-74"	18	Not Applicable	Not Applicable
	"Connecticut"	"09"	"75-79 years"	"75-79"	21	Not Applicable	Not Applicable
	"Connecticut"	"09"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Connecticut"	"09"			374	Not Applicable	Not Applicable
	"Delaware"	"10"	"25-29 years"	"25-29"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"30-34 years"	"30-34"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"35-39 years"	"35-39"	12	Not Applicable	Not Applicable
	"Delaware"	"10"	"40-44 years"	"40-44"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"45-49 years"	"45-49"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"50-54 years"	"50-54"	13	Not Applicable	Not Applicable
	"Delaware"	"10"	"55-59 years"	"55-59"	17	Not Applicable	Not Applicable
	"Delaware"	"10"	"60-64 years "	"60-64"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"65-69 years"	"65-69"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"70-74 years"	"70-74"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"			110	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"25-29 years"	"25-29"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"30-34 years"	"30-34"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"35-39 years"	"35-39"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"40-44 years"	"40-44"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"45-49 years"	"45-49"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"50-54 years"	"50-54"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"55-59 years"	"55-59"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"60-64 years "	"60-64"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"65-69 years"	"65-69"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"70-74 years"	"70-74"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"District of Columbia"	"11"			40	Not Applicable	Not Applicable
	"Florida"	"12"	"25-29 years"	"25-29"	220	Not Applicable	Not Applicable
	"Florida"	"12"	"30-34 years"	"30-34"	248	Not Applicable	Not Applicable
	"Florida"	"12"	"35-39 years"	"35-39"	208	Not Applicable	Not Applicable
	"Florida"	"12"	"40-44 years"	"40-44"	200	Not Applicable	Not Applicable
	"Florida"	"12"	"45-49 years"	"45-49"	296	Not Applicable	Not Applicable
	"Florida"	"12"	"50-54 years"	"50-54"	297	Not Applicable	Not Applicable
	"Florida"	"12"	"55-59 years"	"55-59"	400	Not Applicable	Not Applicable
	"Florida"	"12"	"60-64 years "	"60-64"	310	Not Applicable	Not Applicable
	"Florida"	"12"	"65-69 years"	"65-69"	244	Not Applicable	Not Applicable
