"Notes"	"Residence State"	"Residence State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"25-29 years"	"25-29"	614	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	782	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	959	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	1214	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	1572	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	2283	Not Applicable	Not Applicable
	"Alabama"	"01"	"55-59 years"	"55-59"	3617	Not Applicable	Not Applicable
	"Alabama"	"01"	"60-64 years "	"60-64"	5136	Not Applicable	Not Applicable
	"Alabama"	"01"	"65-69 years"	"65-69"	5751	Not Applicable	Not Applicable
	"Alabama"	"01"	"70-74 years"	"70-74"	7063	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-79 years"	"75-79"	7282	Not Applicable	Not Applicable
	"Alabama"	"01"	"80-84 years"	"80-84"	7391	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	6877	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	4919	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	1883	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	392	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"			57735	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-29 years"	"25-29"	104	Not Applicable	Not Applicable
	"Alaska"	"02"	"30-34 years"	"30-34"	145	Not Applicable	Not Applicable
	"Alaska"	"02"	"35-39 years"	"35-39"	155	Not Applicable	Not Applicable
	"Alaska"	"02"	"40-44 years"	"40-44"	121	Not Applicable	Not Applicable
	"Alaska"	"02"	"45-49 years"	"45-49"	176	Not Applicable	Not Applicable
	"Alaska"	"02"	"50-54 years"	"50-54"	231	Not Applicable	Not Applicable
	"Alaska"	"02"	"55-59 years"	"55-59"	368	Not Applicable	Not Applicable
	"Alaska"	"02"	"60-64 years "	"60-64"	456	Not Applicable	Not Applicable
	"Alaska"	"02"	"65-69 years"	"65-69"	511	Not Applicable	Not Applicable
	"Alaska"	"02"	"70-74 years"	"70-74"	559	Not Applicable	Not Applicable
	"Alaska"	"02"	"75-79 years"	"75-79"	541	Not Applicable	Not Applicable
	"Alaska"	"02"	"80-84 years"	"80-84"	496	Not Applicable	Not Applicable
	"Alaska"	"02"	"85-89 years"	"85-89"	404	Not Applicable	Not Applicable
	"Alaska"	"02"	"90-94 years"	"90-94"	288	Not Applicable	Not Applicable
	"Alaska"	"02"	"95-99 years"	"95-99"	138	Not Applicable	Not Applicable
	"Alaska"	"02"	"100+ years"	"100+"	28	Not Applicable	Not Applicable
"Total"	"Alaska"	"02"			4721	Not Applicable	Not Applicable
	"Arizona"	"04"	"25-29 years"	"25-29"	900	Not Applicable	Not Applicable
	"Arizona"	"04"	"30-34 years"	"30-34"	1103	Not Applicable	Not Applicable
	"Arizona"	"04"	"35-39 years"	"35-39"	1207	Not Applicable	Not Applicable
	"Arizona"	"04"	"40-44 years"	"40-44"	1268	Not Applicable	Not Applicable
	"Arizona"	"04"	"45-49 years"	"45-49"	1599	Not Applicable	Not Applicable
	"Arizona"	"04"	"50-54 years"	"50-54"	2293	Not Applicable	Not Applicable
	"Arizona"	"04"	"55-59 years"	"55-59"	3627	Not Applicable	Not Applicable
	"Arizona"	"04"	"60-64 years "	"60-64"	4930	Not Applicable	Not Applicable
	"Arizona"	"04"	"65-69 years"	"65-69"	5932	Not Applicable	Not Applicable
	"Arizona"	"04"	"70-74 years"	"70-74"	7741	Not Applicable	Not Applicable
	"Arizona"	"04"	"75-79 years"	"75-79"	8400	Not Applicable	Not Applicable
	"Arizona"	"04"	"80-84 years"	"80-84"	8654	Not Applicable	Not Applicable
	"Arizona"	"04"	"85-89 years"	"85-89"	8489	Not Applicable	Not Applicable
