"Notes"	"Residence State"	"Residence State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"25-29 years"	"25-29"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	36	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	72	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	122	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	237	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	432	Not Applicable	Not Applicable
	"Alabama"	"01"	"55-59 years"	"55-59"	785	Not Applicable	Not Applicable
	"Alabama"	"01"	"60-64 years "	"60-64"	1308	Not Applicable	Not Applicable
	"Alabama"	"01"	"65-69 years"	"65-69"	1554	Not Applicable	Not Applicable
	"Alabama"	"01"	"70-74 years"	"70-74"	1729	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-79 years"	"75-79"	1535	Not Applicable	Not Applicable
	"Alabama"	"01"	"80-84 years"	"80-84"	1229	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	827	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	411	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	126	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	18	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-29 years"	"25-29"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"30-34 years"	"30-34"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"35-39 years"	"35-39"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"40-44 years"	"40-44"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"45-49 years"	"45-49"	25	Not Applicable	Not Applicable
