"Notes"	"Residence State"	"Residence State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"25-29 years"	"25-29"	82	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	69	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	63	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	52	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	38	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	25	Not Applicable	Not Applicable
	"Alabama"	"01"	"55-59 years"	"55-59"	24	Not Applicable	Not Applicable
	"Alabama"	"01"	"60-64 years "	"60-64"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"65-69 years"	"65-69"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"70-74 years"	"70-74"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"			405	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-29 years"	"25-29"	10	Not Applicable	Not Applicable
	"Alaska"	"02"	"30-34 years"	"30-34"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"35-39 years"	"35-39"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"40-44 years"	"40-44"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"45-49 years"	"45-49"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"50-54 years"	"50-54"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"55-59 years"	"55-59"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"60-64 years "	"60-64"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"65-69 years"	"65-69"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"70-74 years"	"70-74"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Alaska"	"02"			60	Not Applicable	Not Applicable
	"Arizona"	"04"	"25-29 years"	"25-29"	61	Not Applicable	Not Applicable
	"Arizona"	"04"	"30-34 years"	"30-34"	51	Not Applicable	Not Applicable
	"Arizona"	"04"	"35-39 years"	"35-39"	43	Not Applicable	Not Applicable
	"Arizona"	"04"	"40-44 years"	"40-44"	30	Not Applicable	Not Applicable
	"Arizona"	"04"	"45-49 years"	"45-49"	26	Not Applicable	Not Applicable
	"Arizona"	"04"	"50-54 years"	"50-54"	24	Not Applicable	Not Applicable
	"Arizona"	"04"	"55-59 years"	"55-59"	20	Not Applicable	Not Applicable
	"Arizona"	"04"	"60-64 years "	"60-64"	15	Not Applicable	Not Applicable
	"Arizona"	"04"	"65-69 years"	"65-69"	12	Not Applicable	Not Applicable
	"Arizona"	"04"	"70-74 years"	"70-74"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Arizona"	"04"			305	Not Applicable	Not Applicable
	"Arkansas"	"05"	"25-29 years"	"25-29"	26	Not Applicable	Not Applicable
	"Arkansas"	"05"	"30-34 years"	"30-34"	32	Not Applicable	Not Applicable
	"Arkansas"	"05"	"35-39 years"	"35-39"	36	Not Applicable	Not Applicable
