"Notes"	"Residence State"	"Residence State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"25-29 years"	"25-29"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"30-34 years"	"30-34"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"35-39 years"	"35-39"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"40-44 years"	"40-44"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"45-49 years"	"45-49"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"50-54 years"	"50-54"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"55-59 years"	"55-59"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"60-64 years "	"60-64"	60	Not Applicable	Not Applicable
	"Alabama"	"01"	"65-69 years"	"65-69"	164	Not Applicable	Not Applicable
	"Alabama"	"01"	"70-74 years"	"70-74"	378	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-79 years"	"75-79"	707	Not Applicable	Not Applicable
	"Alabama"	"01"	"80-84 years"	"80-84"	1090	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	1419	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	1186	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	517	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	96	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"			5655	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-29 years"	"25-29"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"30-34 years"	"30-34"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"35-39 years"	"35-39"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"40-44 years"	"40-44"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"45-49 years"	"45-49"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"50-54 years"	"50-54"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"55-59 years"	"55-59"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"60-64 years "	"60-64"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"65-69 years"	"65-69"	12	Not Applicable	Not Applicable
	"Alaska"	"02"	"70-74 years"	"70-74"	25	Not Applicable	Not Applicable
	"Alaska"	"02"	"75-79 years"	"75-79"	52	Not Applicable	Not Applicable
	"Alaska"	"02"	"80-84 years"	"80-84"	57	Not Applicable	Not Applicable
	"Alaska"	"02"	"85-89 years"	"85-89"	87	Not Applicable	Not Applicable
	"Alaska"	"02"	"90-94 years"	"90-94"	72	Not Applicable	Not Applicable
	"Alaska"	"02"	"95-99 years"	"95-99"	42	Not Applicable	Not Applicable
	"Alaska"	"02"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Alaska"	"02"			367	Not Applicable	Not Applicable
	"Arizona"	"04"	"25-29 years"	"25-29"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"30-34 years"	"30-34"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"35-39 years"	"35-39"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"40-44 years"	"40-44"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"45-49 years"	"45-49"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"50-54 years"	"50-54"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"55-59 years"	"55-59"	20	Not Applicable	Not Applicable
	"Arizona"	"04"	"60-64 years "	"60-64"	63	Not Applicable	Not Applicable
	"Arizona"	"04"	"65-69 years"	"65-69"	155	Not Applicable	Not Applicable
	"Arizona"	"04"	"70-74 years"	"70-74"	372	Not Applicable	Not Applicable
	"Arizona"	"04"	"75-79 years"	"75-79"	785	Not Applicable	Not Applicable
	"Arizona"	"04"	"80-84 years"	"80-84"	1210	Not Applicable	Not Applicable
	"Arizona"	"04"	"85-89 years"	"85-89"	1654	Not Applicable	Not Applicable
	"Arizona"	"04"	"90-94 years"	"90-94"	1495	Not Applicable	Not Applicable
	"Arizona"	"04"	"95-99 years"	"95-99"	757	Not Applicable	Not Applicable
	"Arizona"	"04"	"100+ years"	"100+"	141	Not Applicable	Not Applicable
"Total"	"Arizona"	"04"			6660	Not Applicable	Not Applicable
	"Arkansas"	"05"	"25-29 years"	"25-29"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"30-34 years"	"30-34"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"35-39 years"	"35-39"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"40-44 years"	"40-44"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"45-49 years"	"45-49"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"50-54 years"	"50-54"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"55-59 years"	"55-59"	17	Not Applicable	Not Applicable
	"Arkansas"	"05"	"60-64 years "	"60-64"	32	Not Applicable	Not Applicable
	"Arkansas"	"05"	"65-69 years"	"65-69"	91	Not Applicable	Not Applicable
	"Arkansas"	"05"	"70-74 years"	"70-74"	198	Not Applicable	Not Applicable
	"Arkansas"	"05"	"75-79 years"	"75-79"	354	Not Applicable	Not Applicable
	"Arkansas"	"05"	"80-84 years"	"80-84"	683	Not Applicable	Not Applicable
	"Arkansas"	"05"	"85-89 years"	"85-89"	827	Not Applicable	Not Applicable
	"Arkansas"	"05"	"90-94 years"	"90-94"	736	Not Applicable	Not Applicable
	"Arkansas"	"05"	"95-99 years"	"95-99"	387	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100+"	81	Not Applicable	Not Applicable
"Total"	"Arkansas"	"05"			3414	Not Applicable	Not Applicable
	"California"	"06"	"25-29 years"	"25-29"	Suppressed	Not Applicable	Not Applicable
